Age,Income,Knowledge,Risk,Goal,Portfolio
25,1000171,High,High,Short-Term Gain,Moderate
59,302902,Medium,High,Wealth Growth,Moderate
41,497645,Medium,High,Retirement,Moderate
25,1191591,High,Medium,Wealth Growth,Aggressive
36,816097,Low,Medium,Retirement,Moderate
27,926478,Low,High,Retirement,Moderate
51,1306544,High,High,Retirement,Moderate
36,647119,Low,High,Retirement,Moderate
52,500883,Low,Medium,Retirement,Moderate
33,1429407,Medium,Medium,Short-Term Gain,Moderate
71,772541,High,Medium,Retirement,Moderate
46,1369596,High,High,Short-Term Gain,Moderate
61,881131,Medium,Low,Short-Term Gain,Moderate
76,862073,Medium,High,Short-Term Gain,Moderate
31,967628,Medium,High,Short-Term Gain,Moderate
29,677366,High,High,Retirement,Moderate
62,1384402,Low,High,Short-Term Gain,Moderate
75,503682,Medium,Medium,Short-Term Gain,Moderate
26,1417871,Medium,Low,Retirement,Moderate
38,1047006,High,Medium,Wealth Growth,Aggressive
27,1071096,Medium,High,Wealth Growth,Moderate
32,550436,High,Medium,Short-Term Gain,Moderate
56,1476477,Low,High,Wealth Growth,Moderate
72,605943,Low,High,Wealth Growth,Moderate
49,302682,Low,Medium,Wealth Growth,Moderate
22,648200,Low,Medium,Wealth Growth,Moderate
25,1488650,Medium,Low,Short-Term Gain,Moderate
24,503120,Low,Medium,Retirement,Moderate
40,1219462,High,Medium,Retirement,Moderate
47,1419782,Medium,Medium,Short-Term Gain,Moderate
74,1286929,High,High,Retirement,Moderate
76,880130,Low,Low,Short-Term Gain,Moderate
21,623422,Medium,Low,Retirement,Moderate
71,683947,Low,Low,Wealth Growth,Moderate
54,407837,Medium,Medium,Short-Term Gain,Moderate
59,1106548,Medium,Low,Short-Term Gain,Moderate
31,430225,Medium,Low,Wealth Growth,Moderate
77,1193442,Low,Medium,Wealth Growth,Moderate
80,667928,Low,High,Wealth Growth,Moderate
23,835874,High,High,Retirement,Moderate
45,318072,Low,High,Wealth Growth,Moderate
79,624035,Low,Medium,Short-Term Gain,Moderate
49,649617,Low,High,Retirement,Moderate
38,598846,Low,High,Short-Term Gain,Moderate
68,1403634,High,Medium,Wealth Growth,Aggressive
49,401631,Low,Medium,Short-Term Gain,Moderate
46,1267034,Low,High,Short-Term Gain,Moderate
58,714264,Medium,Low,Wealth Growth,Moderate
48,665681,Low,Low,Short-Term Gain,Moderate
72,976513,Medium,Medium,Short-Term Gain,Moderate
44,858504,High,High,Wealth Growth,Aggressive
27,1151909,High,Medium,Wealth Growth,Aggressive
43,1388208,Low,Medium,Short-Term Gain,Moderate
43,1188075,Low,Medium,Wealth Growth,Moderate
45,1235850,High,Medium,Short-Term Gain,Moderate
62,709052,Medium,Low,Short-Term Gain,Moderate
26,813064,High,Low,Short-Term Gain,Moderate
26,1336552,Low,High,Retirement,Moderate
59,758529,Low,High,Retirement,Moderate
52,317804,Low,Medium,Short-Term Gain,Moderate
49,1292379,Medium,Low,Short-Term Gain,Moderate
21,983987,Medium,Low,Retirement,Moderate
71,1362365,Low,High,Retirement,Moderate
49,1300476,Medium,High,Wealth Growth,Moderate
53,334545,Medium,Medium,Short-Term Gain,Moderate
72,1408817,Low,Low,Short-Term Gain,Moderate
44,1422204,High,Medium,Short-Term Gain,Moderate
45,692450,Low,Low,Wealth Growth,Moderate
74,319747,Medium,Medium,Short-Term Gain,Moderate
37,338296,High,Low,Wealth Growth,Moderate
61,356453,High,Medium,Retirement,Moderate
37,1381051,Medium,Low,Retirement,Moderate
43,640966,High,Medium,Wealth Growth,Aggressive
44,1130878,Low,Low,Short-Term Gain,Moderate
60,1254591,Medium,Low,Short-Term Gain,Moderate
64,367023,Low,High,Short-Term Gain,Moderate
72,1305743,Medium,Medium,Wealth Growth,Moderate
25,1246036,Low,Medium,Wealth Growth,Moderate
39,412992,Medium,Low,Retirement,Moderate
60,1482629,Medium,High,Short-Term Gain,Moderate
47,940969,Medium,Medium,Short-Term Gain,Moderate
79,1350253,Medium,High,Wealth Growth,Moderate
52,547204,High,High,Short-Term Gain,Moderate
74,1254999,Low,High,Retirement,Moderate
24,496740,Low,Low,Short-Term Gain,Moderate
30,902343,Medium,High,Short-Term Gain,Moderate
78,745241,High,Medium,Wealth Growth,Aggressive
62,1332530,Low,Medium,Wealth Growth,Moderate
57,987804,Low,Medium,Retirement,Moderate
37,1111834,High,Low,Retirement,Moderate
26,604332,High,Low,Short-Term Gain,Moderate
47,917707,Low,High,Retirement,Moderate
39,413202,High,Medium,Retirement,Moderate
28,577939,Medium,High,Wealth Growth,Moderate
45,1244618,Low,Low,Short-Term Gain,Moderate
38,613205,Medium,Medium,Short-Term Gain,Moderate
30,1286260,High,Medium,Retirement,Moderate
77,1168854,Medium,Low,Retirement,Moderate
50,750826,Medium,Medium,Retirement,Moderate
49,454596,Medium,Low,Retirement,Moderate
56,1191638,Low,High,Wealth Growth,Moderate
27,832095,High,Low,Wealth Growth,Moderate
20,1214913,Low,Low,Retirement,Conservative
68,809715,Low,Medium,Short-Term Gain,Moderate
72,1192249,Medium,Low,Short-Term Gain,Moderate
52,1269766,Medium,Medium,Retirement,Moderate
70,1326540,Low,Medium,Wealth Growth,Moderate
30,858924,Medium,Medium,Retirement,Moderate
48,933485,Low,High,Wealth Growth,Moderate
38,698709,Low,High,Wealth Growth,Moderate
35,365736,Low,Low,Wealth Growth,Moderate
65,1441342,Medium,Low,Short-Term Gain,Moderate
71,409289,Medium,High,Retirement,Moderate
59,1037598,Medium,Low,Wealth Growth,Moderate
40,354681,Low,High,Retirement,Moderate
23,1076661,Low,High,Retirement,Moderate
58,1161251,High,Medium,Wealth Growth,Aggressive
50,372680,Medium,High,Retirement,Moderate
37,506591,Low,High,Retirement,Moderate
62,593497,Low,High,Short-Term Gain,Moderate
75,1126988,Medium,Low,Retirement,Moderate
31,329190,High,Low,Short-Term Gain,Moderate
49,391612,Low,Medium,Retirement,Moderate
35,753473,Low,Low,Retirement,Conservative
69,814595,High,Low,Wealth Growth,Moderate
51,966418,Medium,Medium,Retirement,Moderate
25,1069060,Low,High,Short-Term Gain,Moderate
21,343058,High,Medium,Wealth Growth,Aggressive
56,1038214,High,High,Wealth Growth,Aggressive
39,1214623,High,Medium,Short-Term Gain,Moderate
76,922895,High,Low,Wealth Growth,Moderate
58,587786,Low,High,Retirement,Moderate
48,1442493,Medium,High,Short-Term Gain,Moderate
73,1266975,Low,Low,Wealth Growth,Moderate
75,952914,Low,High,Short-Term Gain,Moderate
58,784559,High,High,Retirement,Moderate
55,307505,Medium,Low,Wealth Growth,Moderate
77,668458,Low,Medium,Wealth Growth,Moderate
79,1459179,Medium,High,Wealth Growth,Moderate
46,393694,Low,High,Short-Term Gain,Moderate
54,375305,Medium,Medium,Retirement,Moderate
41,821815,Medium,Medium,Retirement,Moderate
21,534717,Low,Low,Wealth Growth,Moderate
34,459059,High,Medium,Wealth Growth,Aggressive
21,707265,Low,Low,Wealth Growth,Moderate
23,781078,High,High,Retirement,Moderate
72,604564,High,Low,Short-Term Gain,Moderate
62,547722,High,High,Retirement,Moderate
47,1009472,High,High,Retirement,Moderate
33,624051,Low,Low,Retirement,Conservative
47,447757,Medium,Low,Short-Term Gain,Moderate
78,768256,High,Low,Wealth Growth,Moderate
71,1166468,Low,High,Retirement,Moderate
63,951392,Medium,High,Short-Term Gain,Moderate
36,1448719,Medium,Medium,Retirement,Moderate
80,1283315,Low,Medium,Short-Term Gain,Moderate
43,1486913,Medium,Medium,Wealth Growth,Moderate
76,429987,High,Low,Short-Term Gain,Moderate
47,580966,Medium,Medium,Wealth Growth,Moderate
52,358374,Low,Low,Retirement,Conservative
25,1135182,Low,Low,Retirement,Conservative
38,1229538,Low,Medium,Wealth Growth,Moderate
46,1362259,High,High,Short-Term Gain,Moderate
45,1383117,High,High,Wealth Growth,Aggressive
58,1338140,High,Medium,Retirement,Moderate
70,1078550,High,Low,Short-Term Gain,Moderate
42,1201544,Low,High,Short-Term Gain,Moderate
68,401851,High,Low,Short-Term Gain,Moderate
47,442351,Low,Medium,Wealth Growth,Moderate
50,1198158,Low,Low,Retirement,Conservative
51,315024,Low,Medium,Short-Term Gain,Moderate
69,371536,High,Medium,Wealth Growth,Aggressive
65,484661,Low,High,Retirement,Moderate
59,1146025,High,Medium,Retirement,Moderate
73,1220285,Medium,High,Short-Term Gain,Moderate
78,650524,Low,High,Retirement,Moderate
74,719222,Medium,High,Retirement,Moderate
56,730551,Low,Medium,Short-Term Gain,Moderate
64,1479685,Low,Low,Retirement,Conservative
65,1360366,Medium,Medium,Wealth Growth,Moderate
78,1461707,High,High,Retirement,Moderate
57,903252,Low,Medium,Short-Term Gain,Moderate
22,1496878,Medium,High,Wealth Growth,Moderate
69,1295300,Low,Medium,Short-Term Gain,Moderate
51,1451787,Medium,Medium,Short-Term Gain,Moderate
63,665018,High,Low,Retirement,Moderate
63,355404,Medium,Low,Wealth Growth,Moderate
24,1172346,Medium,Low,Retirement,Moderate
53,566009,High,High,Wealth Growth,Aggressive
44,1051439,Medium,Medium,Wealth Growth,Moderate
20,1281962,High,High,Retirement,Moderate
46,1391708,Medium,Low,Short-Term Gain,Moderate
63,844484,Low,Medium,Wealth Growth,Moderate
62,1335817,Medium,High,Retirement,Moderate
35,956864,Low,High,Wealth Growth,Moderate
71,907703,High,Low,Retirement,Moderate
42,1330174,Medium,Low,Retirement,Moderate
38,1322085,Medium,High,Short-Term Gain,Moderate
53,855742,Low,Medium,Wealth Growth,Moderate
43,702255,Low,Low,Retirement,Conservative
79,811513,Low,Low,Short-Term Gain,Moderate
52,1463094,Low,Medium,Wealth Growth,Moderate
62,621607,High,Low,Short-Term Gain,Moderate
24,794686,Low,High,Retirement,Moderate
66,387229,Medium,Low,Short-Term Gain,Moderate
57,1208494,Medium,Low,Wealth Growth,Moderate
28,990996,Medium,Low,Retirement,Moderate
43,972435,Low,Medium,Short-Term Gain,Moderate
41,1490315,Low,High,Wealth Growth,Moderate
25,534582,Low,Low,Retirement,Conservative
61,527871,Medium,High,Short-Term Gain,Moderate
69,495175,High,Low,Wealth Growth,Moderate
55,689428,Medium,High,Wealth Growth,Moderate
34,917668,Low,Medium,Retirement,Moderate
58,1177541,High,Low,Retirement,Moderate
24,1342957,Low,Low,Short-Term Gain,Moderate
27,1135624,High,Low,Wealth Growth,Moderate
26,492267,Low,High,Short-Term Gain,Moderate
65,1391501,Low,Medium,Wealth Growth,Moderate
40,1466094,High,Medium,Short-Term Gain,Moderate
39,780498,Medium,Medium,Retirement,Moderate
29,448639,High,Low,Wealth Growth,Moderate
59,1342135,High,High,Wealth Growth,Aggressive
80,1237716,Low,High,Retirement,Moderate
72,663441,Low,Low,Short-Term Gain,Moderate
43,318463,Medium,Low,Retirement,Moderate
62,315193,Medium,High,Retirement,Moderate
52,700202,High,Low,Retirement,Moderate
78,1214748,Low,Low,Short-Term Gain,Moderate
28,1365630,Medium,Low,Wealth Growth,Moderate
66,984900,High,Low,Wealth Growth,Moderate
68,691351,Medium,Low,Short-Term Gain,Moderate
49,327672,High,Medium,Retirement,Moderate
66,397435,Medium,High,Retirement,Moderate
25,1189360,High,High,Short-Term Gain,Moderate
34,337839,High,High,Wealth Growth,Aggressive
28,957395,High,Low,Retirement,Moderate
78,629634,Medium,Low,Retirement,Moderate
34,895827,Low,Medium,Wealth Growth,Moderate
44,1104972,Medium,Low,Wealth Growth,Moderate
22,1203472,Low,Medium,Retirement,Moderate
63,922429,High,Low,Short-Term Gain,Moderate
52,1007298,Low,Low,Short-Term Gain,Moderate
67,518305,Medium,High,Wealth Growth,Moderate
37,1198303,Medium,Low,Wealth Growth,Moderate
64,373611,Medium,Low,Short-Term Gain,Moderate
38,1136352,Low,Low,Wealth Growth,Moderate
52,913332,High,High,Wealth Growth,Aggressive
73,955697,Low,Medium,Retirement,Moderate
71,1165651,Low,Medium,Short-Term Gain,Moderate
24,1139194,Low,Low,Short-Term Gain,Moderate
31,1064435,Medium,Low,Wealth Growth,Moderate
76,845689,High,High,Wealth Growth,Aggressive
73,1046187,Medium,Low,Short-Term Gain,Moderate
79,1424704,High,Medium,Wealth Growth,Aggressive
32,1148269,Low,Medium,Wealth Growth,Moderate
72,1356510,Medium,Low,Wealth Growth,Moderate
76,667817,Medium,High,Wealth Growth,Moderate
78,1392776,High,High,Retirement,Moderate
54,340457,Medium,Medium,Wealth Growth,Moderate
49,342647,Low,Low,Retirement,Conservative
52,1236834,Low,Medium,Short-Term Gain,Moderate
40,975620,High,Medium,Short-Term Gain,Moderate
52,1273341,High,Low,Wealth Growth,Moderate
79,1289220,Medium,Medium,Wealth Growth,Moderate
29,1253479,High,High,Retirement,Moderate
73,1426671,Low,Low,Short-Term Gain,Moderate
31,1462796,Medium,High,Wealth Growth,Moderate
57,1027160,Medium,Low,Short-Term Gain,Moderate
27,1031630,Medium,Medium,Retirement,Moderate
29,1054011,High,High,Retirement,Moderate
71,666687,Low,High,Retirement,Moderate
41,737392,Low,Low,Retirement,Conservative
34,741037,Medium,High,Wealth Growth,Moderate
41,525526,Medium,Medium,Retirement,Moderate
40,1050796,Low,Medium,Wealth Growth,Moderate
44,1148471,High,High,Wealth Growth,Aggressive
42,431551,Low,Medium,Retirement,Moderate
67,472094,High,Low,Retirement,Moderate
34,901692,Low,Medium,Retirement,Moderate
31,976523,Medium,Low,Wealth Growth,Moderate
50,1358321,Medium,Medium,Short-Term Gain,Moderate
33,1218271,Medium,Low,Short-Term Gain,Moderate
64,967105,Medium,Low,Wealth Growth,Moderate
38,514773,Medium,Low,Short-Term Gain,Moderate
29,445066,Medium,Low,Short-Term Gain,Moderate
40,1469301,Low,Medium,Short-Term Gain,Moderate
74,725617,High,Medium,Wealth Growth,Aggressive
24,1240916,Low,High,Short-Term Gain,Moderate
36,1059435,Low,Low,Wealth Growth,Moderate
20,481935,High,Medium,Short-Term Gain,Moderate
52,336711,High,Medium,Wealth Growth,Aggressive
30,324450,Low,High,Retirement,Moderate
35,1121850,Medium,Medium,Retirement,Moderate
67,572292,High,Medium,Retirement,Moderate
63,340456,Medium,Medium,Wealth Growth,Moderate
67,671191,Medium,Medium,Short-Term Gain,Moderate
28,1450130,Low,Low,Short-Term Gain,Moderate
30,958298,Medium,Low,Short-Term Gain,Moderate
78,606707,Medium,Medium,Wealth Growth,Moderate
61,1420171,Low,Medium,Short-Term Gain,Moderate
66,719789,High,High,Wealth Growth,Aggressive
45,396100,Low,High,Short-Term Gain,Moderate
64,1375341,Medium,Low,Wealth Growth,Moderate
20,1062208,High,Low,Short-Term Gain,Moderate
78,742726,Low,Low,Wealth Growth,Moderate
66,627993,Low,Low,Wealth Growth,Moderate
37,1102418,Medium,Low,Retirement,Moderate
20,997833,Low,Low,Short-Term Gain,Moderate
34,1282288,High,High,Retirement,Moderate
53,374078,Low,High,Short-Term Gain,Moderate
25,816414,High,Medium,Wealth Growth,Aggressive
41,690991,Medium,Low,Wealth Growth,Moderate
27,926784,Low,Low,Short-Term Gain,Moderate
55,1363330,Low,Low,Retirement,Conservative
72,1320755,Medium,High,Retirement,Moderate
44,1197910,Medium,Medium,Short-Term Gain,Moderate
80,1341655,Low,Low,Retirement,Conservative
57,1104599,Medium,High,Retirement,Moderate
57,1307917,High,Low,Short-Term Gain,Moderate
76,1134029,Medium,Low,Retirement,Moderate
26,455698,Medium,High,Retirement,Moderate
40,408200,Low,High,Short-Term Gain,Moderate
45,805633,High,High,Short-Term Gain,Moderate
33,445272,Low,Medium,Short-Term Gain,Moderate
49,414423,High,Medium,Retirement,Moderate
67,1194853,Medium,High,Retirement,Moderate
51,1008661,Low,Medium,Retirement,Moderate
31,1189360,Medium,High,Retirement,Moderate
25,961636,Low,Low,Retirement,Conservative
41,447649,Low,Medium,Short-Term Gain,Moderate
71,345443,High,Medium,Short-Term Gain,Moderate
34,1072931,Low,High,Wealth Growth,Moderate
28,753332,High,High,Wealth Growth,Aggressive
77,361944,High,Medium,Short-Term Gain,Moderate
24,1208394,Low,High,Short-Term Gain,Moderate
71,846725,High,Low,Short-Term Gain,Moderate
51,1377986,Medium,Low,Short-Term Gain,Moderate
36,816306,Medium,High,Retirement,Moderate
27,676701,Medium,Low,Wealth Growth,Moderate
57,1279195,Low,Low,Short-Term Gain,Moderate
59,1168652,Low,High,Retirement,Moderate
74,1096222,Low,Low,Short-Term Gain,Moderate
64,1139708,Low,Low,Short-Term Gain,Moderate
52,1395260,Medium,Medium,Retirement,Moderate
61,1455147,High,Medium,Wealth Growth,Aggressive
44,1437661,High,High,Short-Term Gain,Moderate
58,1442339,High,High,Short-Term Gain,Moderate
62,444374,Medium,Low,Retirement,Moderate
74,567116,Low,Low,Wealth Growth,Moderate
24,594255,Low,Medium,Short-Term Gain,Moderate
78,1286881,Low,High,Wealth Growth,Moderate
21,927344,Medium,High,Short-Term Gain,Moderate
22,665593,High,Low,Retirement,Moderate
75,1190496,High,Medium,Retirement,Moderate
28,408976,High,Medium,Short-Term Gain,Moderate
31,876580,Low,Low,Retirement,Conservative
63,1471223,High,Low,Retirement,Moderate
32,527020,Medium,High,Wealth Growth,Moderate
43,1125672,Low,Low,Wealth Growth,Moderate
36,1117866,High,Low,Short-Term Gain,Moderate
72,881411,High,Low,Retirement,Moderate
35,959848,Medium,Medium,Wealth Growth,Moderate
68,353838,High,High,Short-Term Gain,Moderate
42,1392766,Medium,Low,Wealth Growth,Moderate
72,808267,Medium,Medium,Short-Term Gain,Moderate
42,666706,Low,Medium,Retirement,Moderate
68,1385211,Low,Low,Retirement,Conservative
77,1115520,Medium,Medium,Short-Term Gain,Moderate
33,531305,Low,High,Wealth Growth,Moderate
28,1048238,High,Medium,Short-Term Gain,Moderate
63,985783,Low,Low,Wealth Growth,Moderate
47,1214780,Medium,Medium,Wealth Growth,Moderate
43,1266819,Medium,High,Short-Term Gain,Moderate
22,1400736,Low,Medium,Short-Term Gain,Moderate
80,1123093,Low,Low,Wealth Growth,Moderate
79,1357317,Low,Medium,Retirement,Moderate
62,434336,Low,Medium,Retirement,Moderate
32,639617,Low,High,Short-Term Gain,Moderate
47,1370733,High,Low,Wealth Growth,Moderate
48,987950,Medium,Medium,Retirement,Moderate
80,1420028,High,Low,Retirement,Moderate
48,444680,Medium,Low,Short-Term Gain,Moderate
25,900517,Low,Low,Wealth Growth,Moderate
56,460936,High,High,Retirement,Moderate
34,930935,Medium,High,Short-Term Gain,Moderate
66,866074,Low,High,Short-Term Gain,Moderate
40,588951,Low,Medium,Short-Term Gain,Moderate
51,998567,High,Medium,Retirement,Moderate
35,1347694,Low,Medium,Wealth Growth,Moderate
66,1368511,High,Low,Retirement,Moderate
63,995276,Low,High,Wealth Growth,Moderate
30,315065,High,Medium,Short-Term Gain,Moderate
40,481237,Medium,Low,Retirement,Moderate
73,667717,Medium,Medium,Short-Term Gain,Moderate
51,1259007,Low,Medium,Retirement,Moderate
61,1347133,Low,Medium,Wealth Growth,Moderate
36,647752,High,Low,Retirement,Moderate
31,796133,Low,Medium,Retirement,Moderate
46,537749,Medium,Medium,Wealth Growth,Moderate
43,974879,Low,High,Retirement,Moderate
27,975802,Medium,Low,Retirement,Moderate
45,660659,Medium,Low,Short-Term Gain,Moderate
56,685879,High,High,Short-Term Gain,Moderate
53,1018193,High,Medium,Retirement,Moderate
46,875959,High,High,Retirement,Moderate
63,1471379,High,Medium,Wealth Growth,Aggressive
55,1127087,High,Low,Wealth Growth,Moderate
50,357943,High,Medium,Short-Term Gain,Moderate
27,420720,Low,Medium,Retirement,Moderate
72,909829,Medium,Low,Short-Term Gain,Moderate
24,1279431,Low,Medium,Wealth Growth,Moderate
23,373481,Low,Medium,Wealth Growth,Moderate
